model,model_teff,model_logg,atmos,metallicity,av,J_mag,H_mag,K_mag,U_mag,B_mag,V_mag,I_mag,uvm2_mag,uvw1_mag,uvw2_mag,J_flux,H_flux,K_flux,U_flux,B_flux,V_flux,I_flux,uvm2_flux,uvw1_flux,uvw2_flux
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.4,-36.16454291326929,-36.79025145516296,-36.877702305793086,-32.5543789302071,-33.09739435130269,-34.13579501906107,-35.474371889487614,-26.645985528184383,-30.43237157305065,-28.100226127615358,91458.21657932321,58929.19275514839,24145.099348853957,42973.19559922172,107673.66116689512,164238.68689155742,142973.8659807927,212.2702609894362,5989.561308290294,934.2086221462382
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.5,-36.13565735195923,-36.77198738519185,-36.86590453304065,-32.399649932051084,-32.97007706434781,-34.03570150122756,-35.421941201348716,-26.421461521334034,-30.270656820675576,-27.933523922914393,89057.09077218027,57946.187044459664,23884.15536688682,37265.42262441174,95759.65342450723,149774.56158263228,136233.64774760004,172.61540483101857,5160.70594325334,801.2406772129777
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.6,-36.10677758364993,-36.753725093127294,-36.85410731497308,-32.24494643371196,-32.84289660916184,-33.93565915713406,-35.3695808372667,-26.19813007490729,-30.109687115439666,-27.767447748680798,86719.46633876182,56979.6722877633,23626.043561994426,32316.524753502235,85174.6550755213,136590.69643410266,129819.59193542323,140.52285752595546,4449.602664716055,687.5946987056934
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.7,-36.07790360353191,-36.73546457877147,-36.84231065152064,-32.09026839210087,-32.71585294625097,-33.83566807738403,-35.31729069601805,-25.97594783097398,-29.94946468602592,-27.60196302586131,84443.65146480009,56029.370274640874,23370.73306353824,28025.504218881604,75769.23777632933,124573.21917423105,123715.51950851275,114.51808446354197,3839.1250625778584,590.3895074971416
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.8,-36.04903540677467,-36.717205841923494,-36.8305145426133,-31.93561576432275,-32.58894602026221,-33.73572835230967,-35.26507067346638,-25.754872151706017,-29.789991981098932,-27.437038129127913,82227.9997436368,55095.00751420416,23118.193338797966,24304.81858636794,67410.90349776219,113618.43356194357,117906.07279081813,93.42084759970476,3314.691982759478,507.1876522030539
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,0.9,-36.02017298852679,-36.69894888237944,-36.81871898818075,-31.780988507674447,-32.46217576004977,-33.63584007197592,-35.21292066259545,-25.534861266042924,-29.631271619897944,-27.27264412121825,80070.90894851228,54176.31515460083,22868.394189257517,21078.58634458736,59982.152116050165,103631.90588650599,112376.67286631283,76.28505242447471,2863.8814298436123,435.92428979220284
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.5,ms,-0.75,1.0,-35.991316343916004,-36.6806936999323,-36.80692398815242,-31.62638657964273,-32.33554207875067,-33.536003326184506,-35.1608405535427,-25.315874394476662,-29.47330634503104,-27.108754507309698,77970.81983829345,53273.02890389726,22621.305746931783,18281.032045043317,53378.77112806139,94527.63383169769,107113.47923235915,62.35118336719163,2476.10423777574,374.84802166049667
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0,-36.300575832615046,-36.85395840085347,-36.922050983250905,-32.563783148781525,-33.37264566105872,-34.45864342446589,-35.700207105353584,-25.920644391687368,-30.343997191747434,-28.00083831115819,103665.89372722805,62490.39505262032,25151.765061035905,43347.0291243458,138742.6560576338,221113.27966244498,176031.64478475522,108.83101993457657,5521.34979734678,852.4889230889812
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.1,-36.27166497901311,-36.83568390206803,-36.91024980998884,-32.409571700673816,-33.24581509761022,-34.358586181459195,-35.64753259509211,-25.70036434912787,-30.190281308813375,-27.840142988683944,100941.91851939734,61447.39422918005,24879.863790141975,37607.525473267,123446.21510906727,201647.07610751607,167695.32008098363,88.8465732961977,4792.464548685036,735.2086628909782
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.2,-36.24275993403614,-36.81741118701271,-36.89844919015214,-32.255384241088436,-33.1191174281637,-34.25857980860653,-35.59492875795635,-25.48121895566264,-30.03728382789474,-27.679866420937053,98290.04564736137,60421.90095813269,24610.91443231679,32628.70027322367,109849.65849817947,183903.23969024137,159764.17751487656,72.6076740991416,4162.554345219511,634.3077074972127
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.3,-36.21386069296922,-36.799140255506515,-36.88664912367203,-32.101220725445295,-32.99255258646301,-34.15862439198434,-35.54239550241856,-25.26316321649744,-29.885005196521405,-27.519987840001136,95708.35247314318,59413.61970528164,24344.88480337385,28309.641405804414,97762.60704783715,167728.6352575847,152218.03305362517,59.39641448325619,3617.8325683485073,547.4551633382506
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.4,-36.18496725107605,-36.780871107365385,-36.87484961047943,-31.947081109443566,-32.866120491756234,-34.05872001739765,-35.48993273391898,-25.046153337986347,-29.733445855472542,-27.36048831110221,93194.96800640116,58422.25995280634,24081.743071510973,24562.83675169811,87016.16450346503,152983.80676760076,145037.7314617883,48.63582395555487,3146.478203486889,472.65988462656736
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.5,-36.15607960359903,-36.76260374240214,-36.863050650505016,-31.792965349059216,-32.73982104886961,-33.95886677038443,-35.43754035489701,-24.83014683189348,-29.582606205441056,-27.20135054542867,90748.07150680388,57447.53611364911,23821.457753437295,21312.393086154178,77460.47563856601,139541.74983363648,138205.09274245333,39.861503493457896,2738.349440467883,408.2193984080113
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.6,-36.12719774575935,-36.744338160426516,-36.851252243679184,-31.638873400542433,-32.61365414828944,-33.85906473622039,-35.385218264822946,-24.615102597247564,-29.432486576011463,-27.042558731638493,88365.89112450073,56489.167447377695,23563.99771054033,18492.491948806855,68962.56386676773,127286.79489318185,131702.86142089355,32.69911370834239,2384.7398874858873,352.67681726123374
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.7,-36.098321672757066,-36.72607436124516,-36.839454389932065,-31.48480522041512,-32.487619666251895,-33.75931399992367,-35.332966360230415,-24.400980981613678,-29.283087196846456,-26.88409838445649,86046.70257764337,55546.877977489086,23309.332145097454,16046.050927290311,61404.41615342926,116113.59098911569,125514.65851722623,26.84647903494147,2078.1709236048487,304.78442774729064
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.8,-36.06945137977129,-36.707812344661605,-36.82765708919351,-31.330760765468348,-32.36171746484052,-33.65961464625983,-35.28078453474936,-24.187743823690866,-29.134408170992575,-26.72595620883441,83788.82786594282,54620.39641012845,23057.430596527807,13923.563001568848,54681.28675451725,105926.18106101222,119624.9360629591,22.05933784483104,1812.21472048799,263.4728709079633
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,0.9,-36.040586861960186,-36.68955211047632,-36.815860341393105,-31.17673999275981,-32.2359473920914,-33.559966759746985,-35.22867267913966,-23.975354479173188,-28.986449450228612,-26.5681199782316,81590.6340192675,53709.45605420899,22808.26293768656,12082.090241920878,48700.19460950073,96637.16047101047,114018.93402431339,18.139977091894902,1581.34330970383,227.82501706515
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+0.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,0.0,ms,-0.75,1.0,-36.01172811446118,-36.671293658486654,-36.80406414646018,-31.02274285961127,-32.11030928210577,-33.460370424661036,-35.17663068132526,-23.763777831793632,-28.839210812391556,-26.41057842566704,79450.53188032808,52813.79474289367,22561.799371199497,10484.391313040387,43378.59212946639,88166.91124018742,108682.63950267665,14.928152923486085,1380.799783844722,197.05378920170227
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0,-36.28635614608784,-36.86216881978105,-36.925086701900746,-33.024157511978146,-33.55635434383645,-34.52339617439017,-35.690671277809656,-27.167758930168212,-30.887826311650194,-28.572562175200368,102317.05270619855,62964.74339350131,25222.187806400983,66238.2855222001,164321.15443391463,234701.5329898927,174492.3597556423,343.2404910959698,9111.227905582798,1443.372046884065
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.1,-36.257446819789074,-36.84389695269232,-36.91328638067154,-32.86952099607122,-33.428749140294975,-34.42315449491665,-35.6379643601242,-26.93914678152511,-30.725989417564175,-28.40540389318411,99628.66044536413,61913.975494002494,24949.54481487617,57445.296651097626,146100.3969741868,214002.70086234005,166223.9693377271,278.0696916011943,7849.502867623033,1237.413863730185
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.2,-36.228543304915334,-36.82562686537618,-36.9014866140289,-32.714909669372034,-33.30127983942178,-34.32296363229865,-35.58532814412052,-26.71189627626081,-30.5648951412636,-28.23895246817877,97011.42525285653,60880.842811528244,24679.861604630343,49820.7138320929,129916.30963295643,195138.47624103187,158357.69161862042,225.55551641442545,6767.128790113813,1061.5352188619377
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.3,-36.19964559674416,-36.807358557647675,-36.889687401904126,-32.56032348645264,-33.17394644095917,-34.22282367673284,-35.532762540103334,-26.485962230379933,-30.404544162759354,-28.073164476554787,94463.44977888571,59865.047705540324,24413.105907402933,43209.12508680549,115539.45542451722,177945.46617489768,150873.48453349454,183.18075081506962,5837.999460690883,911.2115391513299
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.4,-36.17075369053169,-36.78909202931879,-36.877888744228294,-32.40576240211374,-33.04674892898574,-34.12273471813289,-35.48026745533818,-26.261299507396675,-30.24493749712708,-27.908000317509327,91982.88764000757,58866.29758675837,24149.245808223546,37475.81090461537,102766.4398441027,162274.89760606142,143752.32809588444,148.9411646721403,5039.893789966508,782.6246943599791
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.5,-36.14186758151267,-36.77082728019842,-36.86609064093218,-32.25122637138266,-32.91968727195785,-34.02269684613312,-35.427842794082004,-26.037863249231687,-30.086076437792304,-27.743423877418856,89567.9420399788,57884.30483097049,23888.24974152739,32503.98632690798,91416.93338688696,147991.3033380927,136976.17116399147,121.23841284405833,4353.885068094785,672.5475131398516
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.6,-36.11298726490066,-36.75256431009241,-36.854293091946275,-32.09671534951134,-32.792761422760286,-33.92271015009227,-35.37548845761443,-25.81560908349845,-29.927962502877094,-27.579402216422643,87216.86442821202,56918.78669432309,23630.0864873135,28192.41098617321,81331.03685231537,134971.32662216286,130527.88103341196,98.79582132016331,3763.842020985889,578.2482229032158
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.7,-36.08411273588807,-36.73430311880351,-36.84249609720084,-31.942229291974332,-32.665971318766125,-33.822774719097374,-35.32320434426967,-25.59449330693988,-29.770597384396872,-27.415905277559695,84927.95319478167,55969.465230062815,23374.72516734714,24453.317957492134,72366.9497098639,123102.63360854928,124391.19570360525,80.5920615847181,3256.007069659266,497.4111671704205
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.8,-36.055243989646286,-36.71604370613142,-36.83069965662583,-31.787768154466704,-32.53931688190556,-33.72289064196793,-35.27099034946901,-25.37447304524448,-29.613982900122522,-27.25290561825232,82699.55240099,55036.067206709355,23122.13524140102,21210.618850048024,64398.90643447474,112282.92388962438,118550.67867376024,65.80882864471826,2818.6395759560714,428.0708622706058
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,0.9,-36.026381021325776,-36.69778607187277,-36.81890377015094,-31.633331892902024,-32.41279801874377,-33.623058007260056,-35.218846365753926,-25.1555063898681,-29.458120947948544,-27.09037816353733,80530.05054451195,54118.32402762697,22872.286503540985,18398.348257096848,57315.34980875297,102419.0302496158,112991.67613167391,53.789498914301866,2441.7138386159754,368.5570181887363
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+1.0_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,1.0,ms,-0.75,1.0,-35.997523826056195,-36.6795302158211,-36.807108437705594,-31.478920463410326,-32.28641462056752,-33.523276903270954,-35.166772282819736,-24.937552512811592,-29.30301346263206,-26.92829998016622,78417.87935817322,53215.97165197728,22625.14907845125,15959.31561210639,51017.3137985714,93426.09954450466,107700.27640669438,44.00641071358915,2116.663254562491,317.44859718204367
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.5,ms,-0.75,0,-36.27085709240849,-36.86395518183199,-36.92436639952539,-33.35136707407039,-33.66307766276477,-34.54667184856459,-35.67476036857877,-28.09459936007117,-31.36081746797691,-29.046587177046504,100866.83647754413,63068.42457159881,25205.46037607401,89535.0143810922,181293.73858869498,239787.31014260047,171953.90867529195,805.9993408440591,14085.535827442392,2233.5120043823167
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.5,ms,-0.75,0.1,-36.24194916053754,-36.8456849838511,-36.91256704728981,-33.19619248137592,-33.53494099145739,-34.44631031531885,-35.62204399524753,-27.863434960057862,-31.192122357477295,-28.873002485705342,98216.67495507924,62016.02175788421,24933.02045431108,77610.96271631007,161112.09183100404,218615.81820629054,163804.37720555672,651.4317573397773,12058.556661682778,1903.5067204880015
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.5,ms,-0.75,0.2,-36.21304704211328,-36.8274165625918,-36.90076825058831,-33.04104421263538,-33.40694167930116,-34.345999585841554,-35.56939831158572,-27.633639906082465,-31.02416366698989,-28.700362667764196,95636.65548931785,60981.2798473725,24663.537891382155,67276.55786439765,143195.1839107813,199322.9429787376,156051.24195191805,527.1702639196862,10330.274269573802,1623.6726949847719
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.5,ms,-0.75,0.3,-36.18415073240669,-36.809149917868616,-36.88897000935217,-32.88592222948141,-33.279079778382076,-34.24573975373728,-35.51682322869095,-27.40517109664804,-30.856942052655167,-28.528609928811907,93124.90787149422,59963.90079804628,24396.980447560978,58319.65818185297,127286.88287961656,181741.18607550548,148674.7429288483,427.13325104157184,8855.706336339339,1386.1090265009045
/Users/shannonbowes/Research/ysg/candidates_and_lcs/2022_asassn_lc_data/pysynphot_data/grid/bosz/r2000/m-0.75/bosz2024_ms_t4750_g+2.5_m-0.75_a+0.00_c+0.00_v2_r2000_resam.txt.gz,4750,2.5,ms,-0.75,0.4,-36.1552602266673,-36.79088504949303,-36.877172323512426,-32.73082649371158,-33.15135532453838,-34.145530912322776,-35.464318654625515,-27.17798517936156,-30.69045876204584,-28.35769108924509,90679.61212825454,58963.59162537688,24133.316236078386,50556.46219268787,113160.24255191581,165718.05271648624,141656.12796970626,346.4886511512722,7596.785959107682,1184.213085977459
